abdbid,mcc,precision,recall,aucroc,f1
7srs_1P,-0.03685968646579926,0.0,0.0,0.4908814589665654,0.0
5th9_2P,0.12662059585896296,0.17777777777777778,0.34782608695652173,0.5836691410392365,0.23529411764705882
7tc9_0P,-0.0690943090001396,0.06140350877192982,0.4666666666666667,0.43611111111111117,0.10852713178294573
7chz_0P,0.057951914304997895,0.16666666666666666,0.125,0.525462962962963,0.14285714285714288
7x1m_1P,0.08734992528540134,0.16129032258064516,0.7407407407407407,0.5608465608465608,0.2649006622516556
7ps4_0P,0.10847079581720279,0.19047619047619047,0.21052631578947367,0.5566917293233082,0.2
3rkd_1P,0.08036620812344512,0.23809523809523808,0.20833333333333334,0.5380509641873278,0.22222222222222224
4f9p_1P,-0.019232769784705797,0.0,0.0,0.4951219512195122,0.0
4m62_1P,0.07357194039054844,0.2857142857142857,0.08,0.5207692307692308,0.125
6xqw_0P,0.08790776537000386,0.14285714285714285,0.16666666666666666,0.5471887550200804,0.15384615384615383
4lvh_0P,-0.030485783134405878,0.037037037037037035,0.041666666666666664,0.4839015151515152,0.03921568627450981
6qig_0P,0.09251597568788657,0.16666666666666666,0.08333333333333333,0.5330459770114941,0.1111111111111111
5f6j_1P,-0.013038209818192115,0.029411764705882353,0.07692307692307693,0.489788972089857,0.0425531914893617
5lqb_0P,0.0,0.0,0.0,0.5,0.0
5y9f_0P,-0.02064307059611926,0.0,0.0,0.49318181818181817,0.0
7m71_0P,0.10932879120367445,0.2222222222222222,0.11764705882352941,0.5405943627450981,0.15384615384615383
7whz_2P,0.13677195701630787,0.2727272727272727,0.15,0.5520114942528735,0.19354838709677416
6b70_0P,-0.027345481679417694,0.0,0.0,0.48255813953488375,0.0
7m7w_1P,0.006925726707269857,0.1,0.05555555555555555,0.5026381129733085,0.07142857142857142
7mtb_0P,-0.028629856850715747,0.0,0.0,0.48568507157464214,0.0
7coe_1P,-0.04198843007670014,0.0,0.0,0.48947368421052634,0.0
7ps2_0P,-0.0021300000284000006,0.12,0.125,0.49891618497109824,0.12244897959183673
3sob_0P,-0.041399251767035,0.0,0.0,0.4893238434163701,0.0
7pr0_0P,-0.029327770844829622,0.07692307692307693,0.045454545454545456,0.4884415584415584,0.05714285714285715
7fjs_0P,0.1724313854501196,0.19047619047619047,0.3076923076923077,0.6071428571428572,0.23529411764705882
7kqg_0P,0.1803677544976416,0.2631578947368421,0.23809523809523808,0.5861837692823608,0.25
4y5x_0P,-0.024015508584538377,0.0,0.0,0.4973544973544973,0.0
6rcv_2P,-0.02866125763007563,0.0,0.0,0.4939759036144578,0.0
6w1c_0P,-0.03153994698536537,0.0,0.0,0.48628048780487804,0.0
7sfv_0P,-0.023281991354769084,0.0,0.0,0.49255583126550867,0.0
7n8q_1P,-0.012441012441012441,0.047619047619047616,0.047619047619047616,0.4937794937794938,0.047619047619047616
2kh2_0P,0.056795451326755675,0.21428571428571427,0.13043478260869565,0.5229096989966554,0.16216216216216214
5w0k_1P,-0.05185060032904041,0.0,0.0,0.4682034976152623,0.0
5eu7_1P,-0.09210110356089021,0.0,0.0,0.47307692307692306,0.0
7wi0_2P,0.04705000226927813,0.11278195488721804,0.75,0.5359195402298851,0.19607843137254902
7k9z_1P,0.147325101009807,0.2222222222222222,0.16666666666666666,0.5643115942028986,0.1904761904761905
6woq_3P,-0.09050203323329065,0.0,0.0,0.46835443037974683,0.0
7rfb_1P,0.030500135773052856,0.125,0.09523809523809523,0.513472706155633,0.1081081081081081
4g7y_0P,-0.02762894819977688,0.0,0.0,0.49583333333333335,0.0
7ch4_0P,0.0580455512746356,0.25,0.06896551724137931,0.5161900756938603,0.1081081081081081
6bfq_1P,0.0,0.0,0.0,0.5,0.0
6bfs_0P,0.0,0.0,0.0,0.5,0.0
4f3f_0P,-0.18766178065984912,0.1,0.058823529411764705,0.4222689075630252,0.07407407407407408
7mzl_0P,0.0316528322988738,0.18181818181818182,0.07407407407407407,0.5105664488017428,0.10526315789473684
5uoe_0P,-0.030849654225516502,0.0,0.0,0.4814814814814815,0.0
3hi6_1P,0.21282258687371006,0.30434782608695654,0.3181818181818182,0.6084579976985041,0.31111111111111117
3mj9_0P,-0.05462194874132429,0.0,0.0,0.4876237623762376,0.0
5kvd_0P,-0.12680213113613434,0.125,0.18181818181818182,0.4281183932346723,0.14814814814814814
4r4n_0P,-0.03548547990437628,0.0,0.0,0.4892966360856269,0.0
7x6o_0P,-0.02558850617733721,0.0,0.0,0.4966442953020134,0.0
7nx3_1P,-0.04054632561666263,0.0,0.0,0.48625429553264604,0.0
4oly_0P,0.11823875455607413,0.2222222222222222,0.13793103448275862,0.5473605789697744,0.1702127659574468
7phu_1P,-0.028772284672221135,0.0,0.0,0.49382716049382713,0.0
5voc_0P,-0.11679725174749431,0.0,0.0,0.4612676056338028,0.0
7zwm_2P,0.0,0.0,0.0,0.5,0.0
6b3s_0P,-0.0891062358224579,0.0,0.0,0.47005988023952094,0.0
5a3i_1P,0.019757677315809335,0.078125,0.22727272727272727,0.5156297191180912,0.11627906976744184
7wph_1P,0.011445750929100284,0.08333333333333333,0.07142857142857142,0.505327545382794,0.07692307692307691
4s1r_0P,0.1062233798941994,0.2222222222222222,0.125,0.5406931464174455,0.16
3eoa_0P,-0.13841198427009385,0.0,0.0,0.4054878048780488,0.0
6nmu_1P,0.0,0.0,0.0,0.5,0.0
4wv1_1P,-0.08446717229993575,0.0,0.0,0.4863013698630137,0.0
4jpk_0P,0.26430919541957826,0.29508196721311475,0.6428571428571429,0.6710789210789212,0.40449438202247195
7bsd_0P,-0.1194880298498108,0.16666666666666666,0.25,0.4326923076923077,0.2
7s8h_1P,-0.02511847481716437,0.06,0.21428571428571427,0.478727556596409,0.09375
3jbq_1P,-0.03338636969675892,0.0,0.0,0.478125,0.0
4fqk_1P,0.010595111134328894,0.06666666666666667,0.1,0.506386292834891,0.08
7r0j_0P,-0.014376365819632378,0.0,0.0,0.49851190476190477,0.0
5nuz_0P,0.03333066698662401,0.1276595744680851,0.375,0.5248015873015873,0.1904761904761905
7a3n_0P,-0.015270339733525595,0.0,0.0,0.4974025974025974,0.0
5uoe_4P,-0.030849654225516502,0.0,0.0,0.4814814814814815,0.0
7w9f_0P,0.32724167794272163,0.4,0.3333333333333333,0.6501831501831501,0.3636363636363636
5xez_0P,-0.021375751000875333,0.0,0.0,0.49521988527724664,0.0
6xy2_0P,0.0995345203586879,0.3333333333333333,0.06666666666666667,0.5235294117647058,0.1111111111111111
4oii_1P,0.15576337870174453,0.3333333333333333,0.16666666666666666,0.55718954248366,0.2222222222222222
1fdl_0P,-0.15769030115200872,0.06060606060606061,0.2857142857142857,0.37329192546583845,0.1
7chc_0P,0.14511894484538593,0.3333333333333333,0.15384615384615385,0.5514453699167075,0.21052631578947367
5ies_0P,0.15485754521584308,0.21052631578947367,0.5217391304347826,0.6067599761762954,0.3
6r0x_1P,0.0,0.0,0.0,0.5,0.0
6oc3_0P,0.13008535794708836,0.1875,0.2,0.567005076142132,0.19354838709677422
7kfh_0P,-0.025344660234081485,0.0625,0.043478260869565216,0.4892715979672501,0.05128205128205128
7seg_1P,0.0,0.0,0.0,0.5,0.0
5tud_1P,-0.04025373958601184,0.0,0.0,0.4848901098901099,0.0
4khx_0P,-0.09172492321316786,0.0,0.0,0.4807692307692308,0.0
6wmw_0P,0.20261022461827696,0.25,0.3333333333333333,0.6149425287356322,0.28571428571428575
4xak_1P,-0.029874417966689354,0.0,0.0,0.4948186528497409,0.0
6wmw_1P,-0.12525778538414045,0.0,0.0,0.43063583815028905,0.0
6jbt_0P,0.0,0.0,0.0,0.5,0.0
6dc5_0P,-0.017453950553949073,0.0,0.0,0.4957081545064378,0.0
7tzh_0P,0.0,0.0,0.0,0.5,0.0
7chs_0P,0.05105660357295068,0.25,0.06451612903225806,0.5138531565406689,0.10256410256410256
6p50_0P,-0.07873529693609503,0.09090909090909091,0.0625,0.46631493506493504,0.07407407407407407
5wux_0P,0.2730094531159741,1.0,0.08695652173913043,0.5434782608695652,0.16
6c6z_0P,-0.030957945789195244,0.0,0.0,0.494475138121547,0.0
4u6v_1P,-0.041907223194910186,0.0,0.0,0.4849624060150376,0.0
7wvm_1P,0.0,0.0,0.0,0.5,0.0
2dqh_0P,0.07191790808648701,0.19696969696969696,0.5909090909090909,0.5477909940526764,0.29545454545454547
5nmv_0P,0.271746488194703,0.6923076923076923,0.3333333333333333,0.611111111111111,0.45
6okm_0P,0.024465861447252456,0.16666666666666666,0.06666666666666667,0.5080808080808081,0.09523809523809522
6vn1_0P,-0.01640813317769685,0.0,0.0,0.4958471760797342,0.0
7kyl_1P,0.22643976959072534,0.35,0.4117647058823529,0.6203560371517027,0.37837837837837834
7jtg_0P,-0.07575540190785703,0.0,0.0,0.4695121951219512,0.0
6pxh_0P,-0.029728456375769916,0.03896103896103896,0.17647058823529413,0.4715160512154389,0.06382978723404255
4jre_0P,-0.0513436867369913,0.0,0.0,0.4584295612009238,0.0
7zf5_0P,-0.01168622795940808,0.038834951456310676,0.5,0.48529411764705876,0.07207207207207207
7swp_0P,-0.09320546490018002,0.0,0.0,0.47023809523809523,0.0
3wd5_0P,-0.04097575314352394,0.0,0.0,0.4925925925925926,0.0
6c6y_1P,-0.046924943248086215,0.0,0.0,0.4893048128342246,0.0
7zfc_2P,0.07789945166104471,0.21875,0.23333333333333334,0.5399795501022495,0.22580645161290322
4rgn_0P,-0.1110935882307999,0.05714285714285714,0.2727272727272727,0.4050552251486831,0.09448818897637794
6glw_1P,-0.06357952413886338,0.05263157894736842,0.07142857142857142,0.4637142857142857,0.06060606060606061
4py8_0P,0.0,0.0,0.0,0.5,0.0
3ogc_0P,-0.11724207635210983,0.0,0.0,0.45555555555555555,0.0
6a77_0P,-0.050522792406522354,0.0,0.0,0.49324324324324326,0.0
3ejy_1P,-0.04620767438324896,0.0,0.0,0.4569767441860465,0.0
5lbs_1P,0.0,0.0,0.0,0.5,0.0
5vpg_0P,-0.085393075245357,0.029411764705882353,0.05263157894736842,0.44503500129634427,0.03773584905660377
6e62_1P,-0.04172139618480889,0.125,0.08695652173913043,0.4820747520976354,0.10256410256410256
7wi0_1P,-0.008978754207774896,0.045112781954887216,0.6666666666666666,0.4900900900900901,0.08450704225352113
7jti_0P,-0.0344348860515091,0.0,0.0,0.4911660777385159,0.0
2a0l_1P,-0.05920003603337556,0.0,0.0,0.46798029556650245,0.0
7bua_2P,0.18882027160178297,0.5,0.07692307692307693,0.5374432085226382,0.13333333333333336
7neg_0P,0.11882472478354192,0.3076923076923077,0.14285714285714285,0.5423963133640552,0.1951219512195122
5wt9_0P,0.0,0.0,0.0,0.5,0.0
7n3d_0P,0.286708792111048,0.30952380952380953,0.65,0.6842233009708738,0.41935483870967744
5dur_0P,-0.1070193950277525,0.0,0.0,0.4557291666666667,0.0
1xgr_0P,0.03288249065003949,0.16666666666666666,0.55,0.5227064220183486,0.2558139534883721
6l62_0P,0.051095230802126836,0.13846153846153847,0.4090909090909091,0.537878787878788,0.20689655172413796
1ahw_1P,0.0,0.0,0.0,0.5,0.0
4uu9_0P,0.07603317036995949,0.3333333333333333,0.47368421052631576,0.5411899313501144,0.391304347826087
5en2_0P,0.005825377417029632,0.17307692307692307,0.375,0.5037393162393162,0.23684210526315785
5xwd_0P,-0.032871337459011676,0.0,0.0,0.488034188034188,0.0
5tih_0P,0.02269455868341388,0.09090909090909091,0.08695652173913043,0.5111158013226397,0.08888888888888888
5b71_1P,0.012479218605744783,0.1875,0.16666666666666666,0.5059523809523809,0.17647058823529413
4hg4_1P,0.14081343972892646,0.14634146341463414,0.3157894736842105,0.5995614035087719,0.19999999999999998
7kqh_1P,0.22682874773735262,0.2727272727272727,0.3157894736842105,0.6211974891356833,0.2926829268292683
6wno_0P,0.0,0.0,0.0,0.5,0.0
6p3s_0P,0.17462871037597769,0.18421052631578946,0.4117647058823529,0.622994652406417,0.2545454545454545
4ywg_1P,0.1322505654177662,0.16,0.6153846153846154,0.6038088125466766,0.253968253968254
6apd_4P,0.18961608893589085,0.5,0.08333333333333333,0.5395253390435403,0.14285714285714285
1adq_0P,-0.027747819453917133,0.0,0.0,0.49476439790575916,0.0
5dhx_0P,0.0,0.0,0.0,0.5,0.0
6lxk_0P,0.21692838111969415,0.4166666666666667,0.15625,0.5682658450704225,0.22727272727272727
3mxw_0P,0.11545611701595133,0.26666666666666666,0.18181818181818182,0.5489243580846634,0.21621621621621623
7php_0P,0.0,0.0,0.0,0.5,0.0
4om1_0P,0.058391294813433595,0.17647058823529413,0.08571428571428572,0.5209135691894313,0.11538461538461539
6ayz_1P,0.12002996220754401,0.23232323232323232,0.7666666666666667,0.5718579234972677,0.3565891472868217
6ejg_0P,-0.16236681994199886,0.0,0.0,0.4485294117647059,0.0
5w4l_3P,-0.04355370825270887,0.0,0.0,0.4840116279069767,0.0
5hdq_0P,-0.05712495635337818,0.0,0.0,0.4731800766283525,0.0
7a3t_0P,-0.02622225350765544,0.0,0.0,0.46811224489795916,0.0
6n8d_1P,-0.06319042923600565,0.0,0.0,0.4735915492957746,0.0
3uc0_0P,-0.11975637924171059,0.06451612903225806,0.11764705882352941,0.4245642701525054,0.08333333333333333
7mzg_0P,0.048678177806025305,0.23076923076923078,0.09375,0.5163871951219512,0.13333333333333333
7xw7_0P,-0.01059938334581489,0.0,0.0,0.4830917874396135,0.0
2xtj_0P,-0.018269073496013,0.05555555555555555,0.1111111111111111,0.4875555555555556,0.07407407407407407
5cws_0P,0.0,0.0,0.0,0.5,0.0
7bei_0P,0.06295663807148351,0.2857142857142857,0.0625,0.5158179012345678,0.10256410256410256
7v24_0P,-0.03798818376568882,0.06060606060606061,0.08333333333333333,0.47814207650273227,0.07017543859649122
5f3b_1P,-0.063066704316649,0.08333333333333333,0.0625,0.47211021505376344,0.07142857142857144
7b0b_0P,0.18820612547801757,0.25,0.23076923076923078,0.5906593406593407,0.24000000000000002
5y0a_1P,-0.007915644432691302,0.0,0.0,0.49748743718592964,0.0
7cah_0P,-0.08991593413688527,0.0,0.0,0.4678362573099415,0.0
7c88_1P,0.10023634545908815,0.5,0.043478260869565216,0.5163627863487611,0.08
7dk2_2P,-0.008304547985373997,0.14285714285714285,0.06896551724137931,0.49698275862068964,0.09302325581395349
6bit_1P,0.0,0.0,0.0,0.5,0.0
8dce_0P,0.03359090184967577,0.16666666666666666,0.047619047619047616,0.5093586567575007,0.07407407407407407
7x7t_0P,0.0041336772166706325,0.125,0.043478260869565216,0.5012712941774726,0.06451612903225806
5x2m_1P,-0.05596901035825028,0.0,0.0,0.46904761904761905,0.0
5d1x_0P,0.16129791672457347,0.19642857142857142,0.6875,0.6164772727272727,0.3055555555555555
4xvs_0P,0.19015596317357827,0.36363636363636365,0.14285714285714285,0.5610735418427726,0.2051282051282051
4gxu_1P,-0.0847346885570963,0.0,0.0,0.45364238410596025,0.0
8dcc_0P,0.03962569595227435,0.11764705882352941,0.125,0.5203651685393259,0.12121212121212122
5aaw_4P,0.07012301913048706,0.24242424242424243,0.42105263157894735,0.5416073968705547,0.3076923076923077
7x7t_1P,0.014941280858307046,0.125,0.05,0.5048850574712643,0.07142857142857144
3tt3_0P,-0.07230219408237537,0.0,0.0,0.4596602972399151,0.0
5bk2_1P,0.022711068477857053,0.09090909090909091,0.2413793103448276,0.5171393593144257,0.1320754716981132
7x7v_0P,0.09691895745947605,0.23076923076923078,0.13636363636363635,0.5382416984213391,0.1714285714285714
6b0h_0P,-0.05471756551645828,0.0,0.0,0.4868421052631579,0.0
5t6l_0P,0.015158476564770812,0.125,0.0625,0.5055147058823529,0.08333333333333333
7e3b_0P,-0.07225619986406323,0.0,0.0,0.476878612716763,0.0
1jps_0P,0.0,0.0,0.0,0.5,0.0
7wbz_0P,0.011144179967299828,0.18181818181818182,0.0625,0.5034722222222222,0.09302325581395349
4dkf_1P,-0.04901201867600496,0.0,0.0,0.48854961832061067,0.0
7lo8_0P,-0.00618239373326172,0.12121212121212122,0.08163265306122448,0.4974031528779177,0.0975609756097561
5utz_2P,-0.033538923545276884,0.0,0.0,0.4955357142857143,0.0
4odx_1P,0.18633133677822694,0.4,0.13333333333333333,0.5557177615571777,0.2
1oaz_1P,0.44061565662462004,0.4375,0.7,0.7617647058823529,0.5384615384615384
7kf0_0P,-0.2728525781658746,0.0,0.0,0.33125,0.0
5d71_0P,0.0,0.0,0.0,0.5,0.0
7rk1_1P,-0.06378875121465497,0.044444444444444446,0.11764705882352941,0.4518583552824115,0.06451612903225806
5vco_1P,-0.09918386382879806,0.029411764705882353,0.045454545454545456,0.4402272727272727,0.03571428571428571
1egj_0P,-0.03671940368172627,0.0,0.0,0.4943820224719101,0.0
5ken_3P,0.05929095488526732,0.2,0.2777777777777778,0.5336257309941521,0.23255813953488372
6k65_0P,0.11421466947621987,0.5,0.07142857142857142,0.5243506493506493,0.125
6vmk_0P,-0.06955252512020846,0.021739130434782608,0.08333333333333333,0.4375,0.034482758620689655
4jdt_0P,0.21667827207976287,0.2608695652173913,0.2727272727272727,0.6106060606060606,0.2666666666666666
5kw9_0P,-0.014586250875291768,0.058823529411764705,0.1,0.4907407407407408,0.07407407407407408
7klg_1P,0.0294599412569357,0.16666666666666666,0.08,0.5105882352941177,0.10810810810810811
7lcv_0P,-0.05230171304723268,0.0,0.0,0.4877450980392157,0.0
5kel_0P,-0.04538653557398052,0.12,0.17647058823529413,0.47365196078431376,0.14285714285714282
5w5x_0P,0.0,0.0,0.0,0.5,0.0
7epu_0P,-0.024252602295175132,0.0,0.0,0.4904306220095694,0.0
7jum_2P,-0.10398161285619593,0.041666666666666664,0.045454545454545456,0.44606060606060605,0.043478260869565216
6ocb_0P,-0.03960590171906697,0.0,0.0,0.4843137254901961,0.0
6jmr_0P,-0.06790287190611943,0.0,0.0,0.445679012345679,0.0
7z0x_0P,0.24640709031819097,0.3333333333333333,0.26666666666666666,0.611111111111111,0.2962962962962963
7e9p_0P,-0.086568731069961,0.0,0.0,0.4657142857142857,0.0
5grj_0P,0.0,0.0,0.0,0.5,0.0
4edw_0P,-0.09380384836869009,0.14516129032258066,0.47368421052631576,0.4390892962743938,0.2222222222222222
5yoy_3P,-0.048408181253029786,0.0,0.0,0.49230769230769234,0.0
7t4q_2P,0.0,0.0,0.0,0.5,0.0
4f15_2P,-0.06513728738329688,0.0,0.0,0.45770392749244715,0.0
1jhl_0P,0.024962635586096755,0.1232876712328767,0.6,0.5192982456140351,0.20454545454545453
6pzz_0P,-0.033262335737638815,0.0,0.0,0.484,0.0
3dvg_0P,0.4321513054891585,0.6666666666666666,0.4,0.6754098360655737,0.5
1pkq_1P,-0.06396930210072013,0.0,0.0,0.4852941176470588,0.0
6v4p_0P,0.0026760563409773813,0.058823529411764705,0.047619047619047616,0.5012106537530266,0.05263157894736842
7vyr_1P,-0.07198967465459945,0.0625,0.037037037037037035,0.4713487071977638,0.046511627906976744
6bkd_0P,-0.07575540190785703,0.0,0.0,0.4695121951219512,0.0
6pz8_0P,-0.015384615384615385,0.0,0.0,0.49230769230769234,0.0
5c0r_0P,0.0366787634610244,0.14285714285714285,0.043478260869565216,0.5104183757178015,0.06666666666666667
7tdn_0P,-0.04078157358148291,0.16666666666666666,0.20833333333333334,0.4779040404040404,0.1851851851851852
4v1d_0P,0.10286889997472795,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.380952380952381
7lex_0P,0.15502475513453287,0.21212121212121213,0.25925925925925924,0.5848020434227331,0.23333333333333334
6q1z_1P,0.31910403290650374,0.5833333333333334,0.21212121212121213,0.5990183525394793,0.3111111111111111
6yye_0P,-0.04290163432372946,0.0,0.0,0.4946236559139785,0.0
3b2v_0P,-0.053075117429384734,0.0,0.0,0.4759887005649718,0.0
4dtg_0P,-0.24846359494186784,0.125,0.10526315789473684,0.3818998716302952,0.11428571428571428
7zf3_1P,-0.03805112963599102,0.13592233009708737,0.4827586206896552,0.4733070211882011,0.21212121212121213
7rxd_0P,0.032558491710846946,0.2,0.05555555555555555,0.5090861889927311,0.08695652173913045
7mxl_2P,-0.04391696659624551,0.11538461538461539,0.125,0.4773148148148148,0.12000000000000001
2r0l_0P,0.004591794755263701,0.10714285714285714,0.24,0.5031775700934579,0.1481481481481481
2r0k_0P,0.06672024791234972,0.10714285714285714,0.3333333333333333,0.5535444947209652,0.16216216216216214
5uem_0P,0.01989281588296956,0.08695652173913043,0.08333333333333333,0.5097517730496454,0.0851063829787234
4g80_0P,-0.03863074974250641,0.0,0.0,0.49145299145299143,0.0
3bsz_1P,-0.137360563948689,0.0,0.0,0.4088050314465409,0.0
7nwl_0P,0.0076877600669073756,0.05555555555555555,0.047619047619047616,0.5035714285714286,0.05128205128205128
1vfb_0P,-0.18839086714714215,0.07575757575757576,0.2777777777777778,0.3641141141141141,0.11904761904761905
5wb9_0P,0.1818960244648318,0.24,0.24,0.5909480122324159,0.24
7wm0_0P,-0.026279116506884265,0.1016949152542373,0.5714285714285714,0.4793559042113955,0.17266187050359716
5w23_2P,-0.019441444452997995,0.0,0.0,0.4956803455723542,0.0
2q8a_0P,-0.04050256296046829,0.045454545454545456,0.08333333333333333,0.47348484848484845,0.05882352941176471
6was_1P,0.0,0.0,0.0,0.5,0.0
6cmi_0P,0.22129044176115165,0.6,0.0967741935483871,0.545868205086536,0.16666666666666666
5y11_0P,-0.05801950162212996,0.0,0.0,0.4717607973421927,0.0
1ob1_0P,-0.11396057645963795,0.0,0.0,0.4523809523809524,0.0
6s8j_0P,0.2302463975292585,0.23076923076923078,0.4,0.647089947089947,0.29268292682926833
7rfc_0P,-0.013969372548335943,0.07692307692307693,0.047619047619047616,0.4943977591036415,0.058823529411764705
4z5r_0P,0.0,0.0,0.0,0.5,0.0
7sem_0P,0.13363174323772573,0.3333333333333333,0.07407407407407407,0.5322751322751322,0.12121212121212122
7c6a_0P,-0.053763440860215055,0.0,0.0,0.4731182795698925,0.0
6ii9_2P,-0.04247422680412371,0.04,0.04,0.47876288659793814,0.04
6q18_0P,0.14447057680688488,0.2037037037037037,0.4230769230769231,0.5959470636889991,0.27499999999999997
3x3f_0P,0.13950420472009636,0.5,0.07692307692307693,0.5298408488063661,0.13333333333333336
7n4j_0P,-0.08792985334575444,0.0,0.0,0.46174863387978143,0.0
4jhw_0P,-0.016780061729780353,0.0,0.0,0.49660633484162897,0.0
5czx_1P,-0.040120722105317475,0.0,0.0,0.4870689655172414,0.0
7wcr_0P,0.18696590893050632,0.17391304347826086,0.36363636363636365,0.6307429130009775,0.2352941176470588
